,Crash Type,Collision Type,Crash Severity,Intersection Type,Crash ID,Crash Year
169916,E,3,4.0, ,1571875,2014.0
169921,E,3,4.0, ,1571877,2014.0
169926,C,5,5.0,1,1571878,2014.0
169931,B,1,5.0,1,1571880,2014.0
169936,6,5,4.0, ,1571882,2014.0
169940,C,5,5.0, ,1571884,2014.0
169945,B,1,4.0,1,1571886,2014.0
169950,2,5,5.0, ,1571887,2014.0
169954,E,3,4.0,3,1571894,2014.0
169959,I,-,5.0,1,1571898,2014.0
169964,B,1,4.0,1,1571902,2014.0
169969,B,1,5.0,1,1571903,2014.0
169974,E,3,5.0,1,1571907,2014.0
169981,8,9,4.0,3,1571908,2014.0
169985,B,6,5.0, ,1571909,2014.0
169990,H,6,5.0, ,1571912,2014.0
169995,B,6,4.0, ,1571914,2014.0
170002,E,3,5.0, ,1571915,2014.0
170007,B,1,4.0,1,1571916,2014.0
170012,E,3,5.0,1,1571919,2014.0
170017,B,6,4.0,3,1571922,2014.0
170022,3,0,4.0,3,1571931,2014.0
170026,C,5,5.0, ,1571933,2014.0
170031,E,3,5.0, ,1571939,2014.0
170036,E,3,4.0, ,1571942,2014.0
170041,B,1,4.0,1,1571945,2014.0
170047,H,6,5.0,1,1571947,2014.0
170052,4,1,4.0,1,1571951,2014.0
170055,H,6,4.0,1,1571955,2014.0
170061,E,3,4.0,1,1571979,2014.0
170066,C,5,5.0, ,1571985,2014.0
170072,B,6,5.0,3,1571986,2014.0
170077,B,6,5.0,1,1571993,2014.0
170082,C,5,5.0, ,1571999,2014.0
170087,C,3,5.0, ,1572000,2014.0
170092,B,7,5.0, ,1572002,2014.0
170097,4,6,5.0, ,1572005,2014.0
170100,8,9,5.0, ,1572011,2014.0
170103,B,1,5.0,1,1572013,2014.0
170108,F,3,5.0,3,1572016,2014.0
170113,E,3,5.0, ,1572022,2014.0
170122,B,-,5.0, ,1572028,2014.0
170127,D,6,5.0,1,1572030,2014.0
170132,E,3,5.0, ,1572032,2014.0
170137,E,3,4.0,1,1572034,2014.0
170143,B,1,5.0,1,1572039,2014.0
170148,B,6,4.0,3,1572043,2014.0
170153,E,3,4.0, ,1572044,2014.0
170163,B,6,5.0, ,1572049,2014.0
170168,B,6,4.0,3,1572052,2014.0
170173,E,3,5.0,3,1572055,2014.0
170178,E,3,4.0, ,1572057,2014.0
170185,6,6,4.0,1,1572058,2014.0
170189,E,3,4.0, ,1572059,2014.0
170194,B,1,4.0,1,1572060,2014.0
170201,B,1,4.0,1,1572061,2014.0
170206,7,&,5.0, ,1572062,2014.0
170209,E,3,5.0, ,1572074,2014.0
170214,E,3,4.0, ,1572078,2014.0
170220,E,3,5.0, ,1572080,2014.0
170225,E,3,5.0, ,1572083,2014.0
170230,B,1,4.0,1,1572089,2014.0
170237,B,1,5.0,1,1572090,2014.0
170242,E,3,4.0, ,1572094,2014.0
170248,B,1,5.0,1,1572097,2014.0
170253,B,1,5.0,1,1572098,2014.0
170258,8,9,5.0, ,1572101,2014.0
170261,C,3,4.0, ,1572104,2014.0
170267,8,9,4.0, ,1572105,2014.0
170270,E,3,4.0, ,1572111,2014.0
170275,H,6,4.0,3,1572112,2014.0
170282,B,1,4.0,1,1572113,2014.0
170287,3,0,4.0, ,1572115,2014.0
170291,B,1,4.0,1,1572118,2014.0
170298,E,3,4.0, ,1572122,2014.0
170305,B,1,5.0,1,1572127,2014.0
170310,E,3,5.0,1,1572128,2014.0
170315,C,5,4.0, ,1572129,2014.0
170320,A,6,5.0,3,1572131,2014.0
170325,E,3,4.0,1,1572132,2014.0
170333,B,6,4.0, ,1572134,2014.0
170338,E,3,4.0, ,1572141,2014.0
170345,B,1,5.0,1,1572142,2014.0
170350,C,5,5.0, ,1572158,2014.0
170355,8,9,5.0, ,1572159,2014.0
170358,E,3,4.0, ,1572160,2014.0
170364,E,3,5.0, ,1572162,2014.0
170371,E,3,4.0, ,1572163,2014.0
170376,E,3,4.0, ,1572165,2014.0
170381,E,3,5.0, ,1572166,2014.0
170386,E,3,5.0, ,1572167,2014.0
170393,E,3,5.0,1,1572168,2014.0
170399,6,1,4.0,1,1572170,2014.0
170403,E,3,4.0,3,1572171,2014.0
170408,B,1,5.0,1,1572174,2014.0
170413,6,1,4.0,1,1572175,2014.0
170417,B,6,4.0,3,1572176,2014.0
170422,8,9,5.0,3,1572180,2014.0
170425,B,6,4.0,1,1572190,2014.0
170431,E,3,5.0,5,1572192,2014.0
170436,B,1,4.0,1,1572195,2014.0
170441,D,3,4.0,1,1572197,2014.0
170446,C,5,4.0, ,1572202,2014.0
170451,3,0,4.0,1,1572204,2014.0
170455,G,2,4.0, ,1572208,2014.0
170460,B,6,5.0,3,1572209,2014.0
170465,G,4,5.0,3,1572213,2014.0
170470,E,3,5.0,1,1572214,2014.0
170475,C,5,5.0, ,1572215,2014.0
170480,E,3,4.0,1,1572216,2014.0
170486,E,5,4.0, ,1572224,2014.0
170491,E,3,5.0,1,1572227,2014.0
170496,E,3,5.0, ,1572229,2014.0
170503,E,3,5.0,1,1572233,2014.0
170508,B,1,5.0,1,1572235,2014.0
170513,E,3,5.0,3,1572237,2014.0
170518,C,3,5.0, ,1572241,2014.0
170523,B,6,5.0,1,1572243,2014.0
170528,D,6,5.0,3,1572244,2014.0
170533,B,1,4.0,1,1572245,2014.0
170540,2,5,5.0, ,1572252,2014.0
170544,B,6,5.0, ,1572256,2014.0
170549,C,3,5.0, ,1572258,2014.0
170554,D,6,5.0, ,1572263,2014.0
170559,B,1,4.0,1,1572268,2014.0
170564,E,3,4.0,1,1572269,2014.0
170569,F,7,5.0, ,1572271,2014.0
170574,E,3,5.0, ,1572272,2014.0
170579,B,6,5.0, ,1572282,2014.0
170584,I,-,5.0, ,1572283,2014.0
170589,8,9,5.0,3,1572295,2014.0
170592,E,3,4.0,1,1572300,2014.0
170599,A,6,5.0, ,1572301,2014.0
170604,C,3,5.0, ,1572306,2014.0
170609,8,9,5.0, ,1572310,2014.0
170612,E,3,5.0, ,1572318,2014.0
170617,B,6,5.0, ,1572325,2014.0
170622,C,&,5.0, ,1572327,2014.0
170629,E,3,4.0,1,1572332,2014.0
170635,E,3,5.0, ,1572338,2014.0
170640,8,9,4.0, ,1572343,2014.0
170643,E,3,4.0, ,1572345,2014.0
170651,B,7,4.0, ,1572346,2014.0
170656,3,0,4.0,3,1572347,2014.0
170660,F,6,5.0,1,1572348,2014.0
170665,E,3,4.0,1,1572349,2014.0
170670,E,3,5.0, ,1572350,2014.0
170675,B,6,4.0,1,1572351,2014.0
170680,B,1,4.0,1,1572353,2014.0
170686,8,9,5.0,5,1572354,2014.0
170689,E,3,4.0,1,1572356,2014.0
170697,E,3,4.0, ,1572358,2014.0
170703,6,6,4.0, ,1572361,2014.0
170707,B,1,5.0,1,1572363,2014.0
170712,E,3,4.0,5,1572365,2014.0
170719,E,3,5.0,3,1572366,2014.0
170724,H,6,5.0,4,1572367,2014.0
170729,C,3,4.0, ,1572371,2014.0
170734,C,3,4.0, ,1572375,2014.0
170739,B,1,4.0,1,1572378,2014.0
170746,E,3,5.0,3,1572382,2014.0
170751,E,3,4.0, ,1572384,2014.0
170756,B,6,4.0, ,1572385,2014.0
170761,G,2,4.0, ,1572390,2014.0
170771,E,3,4.0,3,1572391,2014.0
170776,E,3,4.0,3,1572394,2014.0
170781,B,1,5.0,1,1572396,2014.0
170786,B,1,4.0,1,1572398,2014.0
170791,6,1,4.0,1,1572399,2014.0
170795,E,3,4.0,1,1572401,2014.0
170800,A,6,5.0, ,1572403,2014.0
170805,2,7,5.0, ,1572405,2014.0
170809,E,3,4.0, ,1572407,2014.0
170817,B,1,5.0,1,1572409,2014.0
170822,A,6,4.0,3,1572410,2014.0
170830,E,3,4.0, ,1572411,2014.0
170835,E,3,5.0, ,1572412,2014.0
170840,2,5,5.0, ,1572413,2014.0
170845,E,3,5.0, ,1572414,2014.0
170850,E,3,4.0, ,1572415,2014.0
170855,E,3,5.0, ,1572416,2014.0
170860,B,6,4.0,3,1572417,2014.0
170865,8,9,5.0,1,1572418,2014.0
170868,E,3,4.0,1,1572419,2014.0
170873,B,-,4.0, ,1572420,2014.0
170878,C,3,4.0, ,1572422,2014.0
170883,E,3,5.0, ,1572423,2014.0
170890,E,3,4.0, ,1572425,2014.0
170895,E,3,5.0,3,1572426,2014.0
170900,H,6,5.0, ,1572428,2014.0
170905,B,1,5.0,1,1572430,2014.0
170910,E,3,5.0, ,1572431,2014.0
170915,B,1,4.0,1,1572432,2014.0
170920,B,1,4.0,1,1572433,2014.0
170925,2,5,5.0,1,1572435,2014.0
170929,C,5,5.0, ,1572436,2014.0
170934,H,6,4.0,3,1572437,2014.0
170939,I,4,4.0, ,1572438,2014.0
170944,E,3,5.0, ,1572439,2014.0
170950,B,6,5.0,3,1572441,2014.0
170955,8,9,5.0,3,1572447,2014.0
170958,&,8,4.0, ,1572448,2014.0
170963,B,1,5.0,1,1572449,2014.0
170968,E,3,4.0,1,1572451,2014.0
170974,8,9,4.0,1,1572452,2014.0
170977,B,1,5.0,1,1572453,2014.0
170982,6,6,4.0,1,1572454,2014.0
170986,7,&,5.0, ,1572456,2014.0
170989,C,3,4.0, ,1572458,2014.0
170995,E,3,4.0, ,1572459,2014.0
171001,E,3,4.0, ,1572462,2014.0
171006,H,6,4.0,1,1572465,2014.0
171011,D,6,4.0,1,1572466,2014.0
171016,C,5,4.0, ,1572467,2014.0
171021,E,3,4.0, ,1572469,2014.0
171028,C,3,5.0, ,1572471,2014.0
171033,E,3,5.0, ,1572473,2014.0
171038,6,6,4.0, ,1572474,2014.0
171042,B,6,5.0,3,1572475,2014.0
171047,E,3,4.0,1,1572476,2014.0
171054,2,5,5.0, ,1572478,2014.0
171058,E,3,4.0, ,1572479,2014.0
171063,6,1,4.0,1,1572482,2014.0
171067,B,1,5.0,1,1572483,2014.0
171072,C,3,4.0, ,1572484,2014.0
171077,F,7,5.0, ,1572486,2014.0
171082,8,9,5.0,3,1572487,2014.0
171085,B,1,4.0,1,1572488,2014.0
171090,B,6,5.0, ,1572489,2014.0
171095,C,5,5.0, ,1572490,2014.0
171100,B,1,5.0,1,1572492,2014.0
171105,E,3,5.0, ,1572493,2014.0
171110,E,3,4.0, ,1572494,2014.0
171115,3,0,4.0,4,1572495,2014.0
171119,B,6,4.0,6,1572497,2014.0
171124,C,3,5.0, ,1572499,2014.0
171129,C,3,4.0, ,1572502,2014.0
171135,8,9,5.0,2,1572506,2014.0
171138,B,1,4.0,1,1572509,2014.0
171144,D,3,5.0, ,1572511,2014.0
171149,B,6,4.0,3,1572512,2014.0
171155,B,1,5.0,1,1572515,2014.0
171160,I,4,4.0,3,1572523,2014.0
171168,B,1,4.0,1,1572525,2014.0
171173,2,5,5.0, ,1572530,2014.0
171178,C,3,5.0, ,1572540,2014.0
171183,2,5,5.0, ,1572541,2014.0
171187,B,6,5.0,3,1572543,2014.0
171192,E,3,5.0,1,1572545,2014.0
171197,E,3,4.0, ,1572548,2014.0
171202,C,5,5.0, ,1572549,2014.0
171207,E,3,5.0,1,1572552,2014.0
171212,E,3,5.0, ,1572554,2014.0
171221,E,3,5.0, ,1572558,2014.0
171226,B,6,4.0,3,1572559,2014.0
171233,E,3,4.0, ,1572563,2014.0
171238,6,1,4.0,1,1572564,2014.0
171242,B,1,4.0,1,1572565,2014.0
171247,E,3,5.0,4,1572570,2014.0
171252,B,6,5.0, ,1572580,2014.0
171257,E,3,4.0, ,1572587,2014.0
171262,B,1,5.0,1,1572589,2014.0
171267,H,6,4.0,1,1572592,2014.0
171273,E,3,5.0,3,1572595,2014.0
171278,C,5,5.0, ,1572596,2014.0
171283,E,3,5.0, ,1572598,2014.0
171288,C,3,4.0, ,1572601,2014.0
171293,C,3,5.0,1,1572602,2014.0
171298,B,1,4.0,1,1572604,2014.0
171306,E,3,5.0, ,1572606,2014.0
171311,8,9,5.0,1,1572608,2014.0
171314,C,3,5.0, ,1572610,2014.0
171319,8,9,4.0,1,1572611,2014.0
171322,D,3,4.0,1,1572612,2014.0
171328,8,9,4.0, ,1572613,2014.0
171333,E,3,4.0, ,1572614,2014.0
171342,E,3,4.0,1,1572615,2014.0
171349,B,1,4.0,3,1572616,2014.0
171356,B,6,4.0, ,1572617,2014.0
171364,E,3,4.0,1,1572618,2014.0
171369,E,3,4.0,3,1572620,2014.0
171374,E,3,4.0,3,1572623,2014.0
171379,C,3,5.0, ,1572625,2014.0
171388,F,6,4.0,1,1572627,2014.0
171393,2,5,5.0, ,1572630,2014.0
171397,C,5,4.0, ,1572634,2014.0
171402,E,3,4.0,1,1572635,2014.0
171409,2,5,5.0, ,1572637,2014.0
171413,E,3,4.0,1,1572638,2014.0
171418,H,6,5.0,3,1572642,2014.0
171425,E,3,4.0, ,1572647,2014.0
171430,E,3,5.0, ,1572653,2014.0
171435,C,5,5.0, ,1572657,2014.0
171440,C,5,5.0, ,1572663,2014.0
171445,C,5,4.0, ,1572668,2014.0
171450,E,3,4.0, ,1572686,2014.0
171455,D,6,4.0, ,1572717,2014.0
171460,D,6,5.0, ,1572719,2014.0
171465,8,9,5.0, ,1572722,2014.0
171468,E,3,5.0, ,1572727,2014.0
171475,C,3,5.0, ,1572731,2014.0
171480,8,9,5.0,2,1572737,2014.0
171483,E,3,4.0, ,1572738,2014.0
171488,8,9,5.0, ,1572746,2014.0
171491,E,3,4.0,1,1572758,2014.0
171496,E,3,5.0, ,1572761,2014.0
171501,2,3,4.0, ,1572763,2014.0
171505,A,6,5.0,3,1572765,2014.0
171510,E,3,4.0,3,1572766,2014.0
171516,C,5,4.0, ,1572770,2014.0
171521,A,6,5.0,3,1572771,2014.0
171526,8,9,4.0,3,1572775,2014.0
171529,8,9,4.0, ,1572777,2014.0
171532,E,3,5.0, ,1572779,2014.0
171537,C,5,5.0,3,1572784,2014.0
171542,C,5,5.0, ,1572806,2014.0
171547,E,3,4.0,1,1572853,2014.0
171553,3,0,4.0,1,1572857,2014.0
171557,I,-,4.0,1,1572902,2014.0
171562,C,&,5.0, ,1572930,2014.0
171567,E,3,5.0, ,1572940,2014.0
171572,8,9,4.0, ,1572950,2014.0
171575,9,9,5.0, ,1572957,2014.0
171578,2,5,4.0, ,1573001,2014.0
171585,C,3,4.0, ,1573009,2014.0
171590,8,9,2.0,3,1573022,2014.0
171593,C,5,4.0, ,1573032,2014.0
171599,E,3,5.0,1,1573054,2014.0
171604,E,3,4.0, ,1573077,2014.0
171609,E,3,5.0,1,1573079,2014.0
171614,0,8,5.0, ,1573204,2014.0
171617,B,1,4.0, ,1573206,2014.0
171623,E,3,4.0,1,1573265,2014.0
171628,8,9,2.0,3,1573282,2014.0
171631,E,3,4.0,5,1573522,2014.0
171638,E,3,4.0,3,1573526,2014.0
171644,B,1,5.0,1,1573549,2014.0
171649,E,3,4.0,3,1573582,2014.0
171658,H,6,5.0,3,1573616,2014.0
171663,B,6,5.0, ,1573661,2014.0
171668,B,1,5.0,1,1573664,2014.0
171673,E,3,4.0, ,1573697,2014.0
171680,E,3,5.0, ,1573700,2014.0
171685,C,5,5.0, ,1573769,2014.0
171690,C,5,5.0, ,1573783,2014.0
171695,B,1,5.0,1,1573823,2014.0
171700,C,3,5.0, ,1573824,2014.0
171705,E,3,4.0,1,1573829,2014.0
171712,3,0,4.0,1,1573842,2014.0
171716,6,5,4.0,1,1573845,2014.0
171720,E,3,5.0,3,1573864,2014.0
171725,C,5,5.0, ,1573867,2014.0
171730,6,6,4.0,1,1573870,2014.0
171734,6,1,4.0, ,1573930,2014.0
171738,E,3,5.0, ,1573989,2014.0
171743,E,3,5.0,3,1573994,2014.0
171750,E,3,5.0,3,1574096,2014.0
171755,E,3,4.0, ,1574287,2014.0
171762,E,3,4.0, ,1574302,2014.0
171767,E,3,4.0, ,1574329,2014.0
171773,E,3,5.0, ,1574350,2014.0
171780,&,8,4.0, ,1574529,2014.0
171783,I,-,4.0, ,1574531,2014.0
171790,C,5,4.0, ,1574533,2014.0
171795,C,5,5.0, ,1574537,2014.0
171800,E,3,4.0, ,1574539,2014.0
171807,E,3,4.0,1,1574616,2014.0
171812,6,1,4.0, ,1574760,2014.0
171816,E,3,4.0, ,1574841,2014.0
171821,C,5,5.0, ,1574848,2014.0
171830,E,3,5.0, ,1574857,2014.0
171835,E,3,5.0, ,1574861,2014.0
171840,E,3,5.0,3,1574927,2014.0
171845,F,7,5.0, ,1574951,2014.0
171850,8,9,4.0, ,1575032,2014.0
171853,E,3,4.0, ,1575215,2014.0
171858,B,6,5.0,1,1575216,2014.0
171863,E,5,5.0,1,1575218,2014.0
171868,E,3,5.0, ,1575305,2014.0
171875,8,9,4.0, ,1575318,2014.0
171878,B,1,4.0,1,1575359,2014.0
171884,E,3,4.0, ,1575614,2014.0
171889,E,3,5.0, ,1575618,2014.0
171895,E,3,4.0, ,1575626,2014.0
171900,C,5,5.0, ,1575632,2014.0
171908,2,5,5.0, ,1575647,2014.0
171912,E,3,5.0,3,1575648,2014.0
171917,F,6,5.0, ,1575649,2014.0
171922,E,3,5.0,5,1575792,2014.0
171927,E,3,5.0, ,1575798,2014.0
171932,D,6,5.0, ,1575803,2014.0
171937,E,3,4.0,3,1575809,2014.0
171942,2,6,5.0, ,1575812,2014.0
171946,6,6,4.0,1,1575824,2014.0
171950,C,3,4.0, ,1575830,2014.0
171957,E,3,5.0, ,1575831,2014.0
171962,C,3,5.0, ,1575832,2014.0
171967,C,3,5.0, ,1575872,2014.0
171972,B,1,4.0,1,1575918,2014.0
171979,6,1,4.0,1,1575921,2014.0
171983,6,6,4.0,4,1575932,2014.0
171987,2,5,5.0, ,1575934,2014.0
171991,6,6,4.0,3,1576037,2014.0
171996,J,-,5.0, ,1576198,2014.0
172001,C,5,5.0, ,1576275,2014.0
172006,E,3,5.0, ,1576282,2014.0
172011,E,3,4.0, ,1576288,2014.0
172016,E,3,5.0, ,1576297,2014.0
172025,2,5,4.0, ,1576306,2014.0
172029,B,6,4.0,1,1576308,2014.0
172034,6,6,4.0, ,1576311,2014.0
172038,E,3,4.0, ,1576316,2014.0
172043,D,6,5.0, ,1576330,2014.0
172048,8,9,4.0, ,1576364,2014.0
172051,E,3,5.0,5,1576366,2014.0
172056,F,7,5.0, ,1576659,2014.0
172061,2,6,5.0,3,1576697,2014.0
172066,B,6,5.0,3,1576702,2014.0
172071,B,6,5.0,3,1576704,2014.0
172076,8,9,5.0,3,1576708,2014.0
172079,B,6,4.0,3,1576713,2014.0
172085,E,3,5.0, ,1576735,2014.0
172090,E,3,5.0, ,1576772,2014.0
172095,E,3,4.0, ,1576773,2014.0
172100,E,3,5.0, ,1576775,2014.0
172105,C,5,5.0, ,1576778,2014.0
172110,C,5,5.0, ,1576788,2014.0
172115,C,5,5.0, ,1576795,2014.0
172120,E,3,5.0, ,1576801,2014.0
172125,B,6,5.0,3,1576807,2014.0
172130,B,1,4.0,1,1576816,2014.0
172135,E,3,5.0, ,1576819,2014.0
172140,B,6,5.0,3,1576885,2014.0
172145,B,1,5.0,1,1576956,2014.0
172150,E,3,4.0,1,1576989,2014.0
172156,C,3,4.0, ,1577013,2014.0
172162,E,3,4.0,1,1577063,2014.0
172167,E,3,5.0,3,1577064,2014.0
172172,E,3,5.0, ,1577237,2014.0
172177,C,5,4.0, ,1577252,2014.0
172182,E,3,5.0, ,1577276,2014.0
172187,E,3,4.0, ,1577300,2014.0
172194,D,3,4.0, ,1577390,2014.0
172200,C,5,5.0,1,1577394,2014.0
172205,E,3,5.0, ,1577809,2014.0
172210,B,6,5.0, ,1577899,2014.0
172215,E,3,4.0, ,1577902,2014.0
172221,8,9,4.0, ,1578110,2014.0
172224,B,6,5.0,3,1578143,2014.0
172229,B,6,4.0,3,1578148,2014.0
172235,E,3,5.0, ,1578166,2014.0
172240,E,3,5.0, ,1578232,2014.0
172245,E,3,4.0,4,1578363,2014.0
172250,E,3,4.0, ,1578448,2014.0
172256,E,3,4.0, ,1578453,2014.0
172263,E,3,4.0,1,1578458,2014.0
172271,E,3,5.0, ,1578515,2014.0
172276,E,3,4.0,1,1578521,2014.0
172281,B,6,5.0, ,1578929,2014.0
172286,E,3,4.0, ,1579467,2014.0
172291,E,3,5.0,4,1579772,2014.0
172296,B,6,5.0,4,1579773,2014.0
172301,E,3,5.0, ,1579913,2014.0
172306,E,3,5.0,3,1579961,2014.0
172311,E,3,5.0, ,1580209,2014.0
172316,C,3,5.0, ,1580382,2014.0
172321,E,3,5.0,1,1580435,2014.0
172326,E,3,5.0, ,1580569,2014.0
172333,E,3,5.0, ,1580572,2014.0
172338,B,1,5.0,1,1580575,2014.0
172343,E,3,4.0, ,1580649,2014.0
172350,E,3,4.0, ,1580663,2014.0
172358,E,3,5.0, ,1580674,2014.0
172363,8,9,4.0, ,1580698,2014.0
172368,E,3,4.0, ,1580711,2014.0
172375,E,3,5.0,3,1580734,2014.0
172380,C,5,5.0, ,1580746,2014.0
172385,E,3,5.0, ,1580748,2014.0
172390,E,3,4.0,1,1580754,2014.0
172395,E,3,4.0, ,1580863,2014.0
172402,E,3,5.0, ,1580875,2014.0
172407,8,9,5.0, ,1580955,2014.0
172410,E,3,5.0,1,1580991,2014.0
172415,C,5,5.0, ,1581055,2014.0
172420,J,6,4.0,1,1581306,2014.0
172425,E,3,5.0, ,1581400,2014.0
172430,B,6,4.0,3,1581837,2014.0
172435,E,3,5.0, ,1581839,2014.0
172440,E,3,4.0, ,1581844,2014.0
172447,E,3,4.0, ,1581921,2014.0
172452,E,3,4.0, ,1581979,2014.0
172457,C,5,5.0, ,1582118,2014.0
172462,E,3,4.0, ,1582164,2014.0
172467,E,3,5.0, ,1582223,2014.0
172475,C,3,4.0, ,1582303,2014.0
172480,E,3,4.0, ,1582355,2014.0
172487,E,3,5.0,1,1582363,2014.0
172494,8,9,4.0, ,1582378,2014.0
172497,G,4,5.0, ,1582393,2014.0
172502,A,6,4.0,1,1582408,2014.0
172509,0,8,4.0, ,1582429,2014.0
172512,H,6,4.0,5,1582433,2014.0
172519,E,3,5.0,1,1582438,2014.0
172524,E,3,5.0,1,1582443,2014.0
172529,C,3,4.0, ,1582462,2014.0
172534,E,3,4.0,1,1582467,2014.0
172539,2,3,4.0, ,1582469,2014.0
172543,B,1,4.0,3,1582474,2014.0
172548,8,9,5.0, ,1582479,2014.0
172551,E,3,4.0, ,1582501,2014.0
172556,E,3,4.0,1,1582526,2014.0
172561,E,3,5.0,1,1582582,2014.0
172566,E,3,4.0, ,1582599,2014.0
172571,E,3,4.0,3,1582630,2014.0
172576,E,3,4.0, ,1582632,2014.0
172584,B,6,4.0,1,1582637,2014.0
172591,B,6,5.0,1,1582680,2014.0
172600,E,3,5.0, ,1582697,2014.0
172605,C,5,5.0, ,1582772,2014.0
172610,E,3,5.0, ,1582786,2014.0
172615,E,3,5.0, ,1582792,2014.0
172620,B,1,4.0,3,1582812,2014.0
172625,B,1,5.0,1,1582834,2014.0
172630,E,3,5.0, ,1582839,2014.0
172635,B,1,5.0,1,1582888,2014.0
172640,E,3,4.0,3,1582894,2014.0
172645,C,3,4.0, ,1582900,2014.0
172650,2,5,5.0, ,1582925,2014.0
172654,E,3,5.0, ,1582935,2014.0
172659,E,3,4.0,1,1582941,2014.0
172664,E,3,4.0, ,1582952,2014.0
172669,E,3,4.0, ,1582957,2014.0
172678,4,1,4.0,1,1582989,2014.0
172681,E,3,5.0,3,1582998,2014.0
172686,C,5,5.0, ,1583180,2014.0
172691,E,3,4.0,3,1583209,2014.0
172698,H,6,5.0, ,1583240,2014.0
172703,E,3,5.0,4,1583312,2014.0
172708,E,3,5.0,1,1583421,2014.0
172713,E,3,5.0, ,1583426,2014.0
172718,B,1,5.0,1,1583430,2014.0
172723,E,3,4.0,3,1583577,2014.0
172728,B,6,5.0, ,1583586,2014.0
172733,E,3,5.0, ,1583942,2014.0
172738,D,6,4.0,1,1584599,2014.0
172743,E,3,4.0, ,1584732,2014.0
172748,8,9,5.0, ,1584739,2014.0
172751,H,6,4.0,3,1585173,2014.0
172756,E,3,5.0,1,1585941,2014.0
172761,E,3,4.0, ,1586065,2014.0
172767,E,3,4.0, ,1586771,2014.0
172772,E,3,5.0, ,1586810,2014.0
172777,E,3,4.0,1,1586898,2014.0
172784,H,6,5.0,1,1587715,2014.0
172789,E,3,4.0,1,1588323,2014.0
172794,E,3,5.0,3,1588788,2014.0
172799,A,1,5.0, ,1589717,2014.0
172804,C,5,5.0, ,1589721,2014.0
172809,2,5,5.0, ,1589725,2014.0
172813,8,9,5.0, ,1589727,2014.0
172816,E,3,5.0,3,1590186,2014.0
172822,C,3,5.0, ,1590592,2014.0
172827,E,3,4.0, ,1590834,2014.0
172838,C,5,4.0, ,1591559,2014.0
172843,C,5,5.0, ,1593008,2014.0
172850,E,3,4.0, ,1593172,2014.0
172858,E,3,4.0, ,1593177,2014.0
172866,C,3,5.0, ,1594020,2014.0
172871,B,1,5.0,1,1594028,2014.0
172876,3,0,4.0,1,1594146,2014.0
172880,B,1,4.0,1,1594789,2014.0
172885,B,6,4.0, ,1594797,2014.0
172890,D,6,5.0,1,1594803,2014.0
172895,2,7,5.0, ,1594811,2014.0
172899,C,5,5.0, ,1594831,2014.0
172904,E,5,5.0,1,1594852,2014.0
172909,C,5,5.0, ,1594871,2014.0
172914,E,3,4.0, ,1594876,2014.0
172919,B,1,5.0,1,1594880,2014.0
172924,B,6,5.0, ,1594890,2014.0
172929,E,3,4.0, ,1594893,2014.0
172934,E,3,5.0,1,1594900,2014.0
172939,J,-,4.0,1,1594903,2014.0
172944,C,5,5.0, ,1594907,2014.0
172949,C,5,5.0,3,1594909,2014.0
172954,B,1,5.0,1,1595074,2014.0
172959,C,5,4.0, ,1595192,2014.0
172964,A,6,5.0, ,1595209,2014.0
172969,A,6,5.0,1,1595398,2014.0
172974,E,3,4.0,1,1595496,2014.0
172979,2,5,5.0, ,1595837,2014.0
172983,B,1,4.0,1,1596115,2014.0
172988,8,9,5.0, ,1596912,2014.0
172991,E,3,4.0, ,1596915,2014.0
172996,E,3,5.0, ,1596918,2014.0
173003,E,3,4.0,3,1596925,2014.0
173008,C,5,5.0, ,1597064,2014.0
173013,E,3,5.0, ,1597068,2014.0
173018,8,9,5.0, ,1597149,2014.0
173022,H,6,5.0,3,1600890,2014.0
173027,E,3,5.0,3,1600894,2014.0
173032,H,6,4.0,3,1600900,2014.0
173039,8,9,5.0, ,1600908,2014.0
173042,G,4,5.0, ,1563766,2014.0
173047,E,3,4.0,3,1570264,2014.0
173052,B,6,5.0,3,1572496,2014.0
173057,B,1,5.0,1,1572503,2014.0
173062,G,4,5.0,1,1572510,2014.0
173067,E,3,4.0, ,1572513,2014.0
173072,C,3,5.0,3,1572516,2014.0
173077,E,3,4.0, ,1572522,2014.0
173087,D,6,4.0,3,1572526,2014.0
173092,E,3,4.0, ,1572529,2014.0
173097,8,9,5.0,3,1572544,2014.0
173100,E,3,5.0, ,1572550,2014.0
173105,C,5,5.0, ,1572553,2014.0
173110,H,6,4.0, ,1572555,2014.0
173115,B,1,4.0,1,1572557,2014.0
173123,B,6,4.0, ,1572561,2014.0
173131,6,1,5.0,1,1572567,2014.0
173135,2,5,5.0, ,1572568,2014.0
173139,I,4,5.0,1,1572573,2014.0
173144,B,1,4.0,1,1572576,2014.0
173149,B,1,4.0,1,1572643,2014.0
173154,E,3,5.0,1,1572644,2014.0
173159,C,3,4.0,1,1572649,2014.0
173168,B,1,4.0,1,1572652,2014.0
173174,B,1,4.0,1,1572658,2014.0
173181,E,3,4.0, ,1572664,2014.0
173189,H,6,5.0,1,1572666,2014.0
173194,C,3,4.0, ,1572670,2014.0
173201,H,6,5.0,5,1572680,2014.0
173208,E,3,4.0,1,1572685,2014.0
173213,E,3,4.0, ,1572693,2014.0
