,Crash Type,Collision Type,Crash Severity,Intersection Type,Crash ID,Crash Year
72776,B,1,5.0,1,1501252,2013.0
72781,C,3,5.0, ,1501253,2013.0
72788,C,5,5.0, ,1501255,2013.0
72793,C,5,5.0, ,1501260,2013.0
72798,E,3,4.0, ,1501266,2013.0
72804,E,3,4.0,1,1501267,2013.0
72810,B,1,5.0,1,1501268,2013.0
72815,E,5,5.0, ,1501271,2013.0
72820,B,6,4.0,1,1501272,2013.0
72825,B,1,4.0,1,1501274,2013.0
72830,B,6,5.0, ,1501276,2013.0
72835,E,3,4.0, ,1501279,2013.0
72840,E,3,5.0, ,1501282,2013.0
72845,8,9,5.0, ,1501284,2013.0
72848,A,6,5.0,3,1501286,2013.0
72854,C,5,4.0, ,1501290,2013.0
72860,B,1,5.0,1,1501291,2013.0
72865,E,3,5.0,1,1501293,2013.0
72870,C,3,4.0, ,1501301,2013.0
72877,E,3,5.0, ,1501303,2013.0
72882,F,7,5.0,3,1501306,2013.0
72887,8,9,5.0, ,1501309,2013.0
72890,B,1,5.0,1,1501312,2013.0
72895,8,9,4.0,3,1501313,2013.0
72898,C,3,5.0, ,1501316,2013.0
72903,3,0,4.0,1,1501318,2013.0
72907,E,3,5.0,1,1501329,2013.0
72913,C,5,5.0, ,1501332,2013.0
72918,B,6,4.0, ,1501341,2013.0
72923,E,3,5.0,1,1501344,2013.0
72928,E,3,5.0,3,1501346,2013.0
72933,H,6,5.0,3,1501347,2013.0
72938,E,3,4.0,1,1501356,2013.0
72943,2,5,5.0, ,1501370,2013.0
72948,E,3,4.0, ,1501372,2013.0
72953,E,3,4.0,1,1501374,2013.0
72958,D,6,5.0,5,1501377,2013.0
72963,B,1,4.0,1,1501378,2013.0
72971,3,0,4.0,1,1501380,2013.0
72975,&,8,4.0, ,1501383,2013.0
72978,C,5,4.0, ,1501385,2013.0
72984,E,3,4.0, ,1501387,2013.0
72989,G,2,5.0,4,1501392,2013.0
72994,E,3,4.0, ,1501394,2013.0
72999,B,1,4.0,1,1501395,2013.0
73006,B,1,4.0,1,1501396,2013.0
73011,H,6,5.0, ,1501399,2013.0
73016,E,3,4.0,1,1501401,2013.0
73021,B,6,4.0,1,1501402,2013.0
73027,E,3,5.0,3,1501404,2013.0
73032,C,3,4.0, ,1501406,2013.0
73037,E,3,4.0, ,1501408,2013.0
73042,B,1,4.0,1,1501409,2013.0
73049,8,9,5.0,1,1501410,2013.0
73052,D,3,4.0,1,1501414,2013.0
73057,E,3,4.0,1,1501415,2013.0
73062,H,6,5.0, ,1501416,2013.0
73067,H,6,5.0,1,1501418,2013.0
73072,C,3,4.0, ,1501420,2013.0
73077,E,3,4.0, ,1501421,2013.0
73084,E,3,4.0, ,1501427,2013.0
73089,2,3,5.0, ,1501429,2013.0
73093,C,5,5.0, ,1501431,2013.0
73098,B,1,5.0,1,1501434,2013.0
73103,C,5,4.0, ,1501435,2013.0
73110,6,3,5.0,1,1501436,2013.0
73114,E,3,5.0, ,1501439,2013.0
73119,C,3,5.0, ,1501441,2013.0
73124,E,3,4.0, ,1501442,2013.0
73131,B,6,5.0,3,1501445,2013.0
73136,B,6,5.0,3,1501447,2013.0
73141,C,5,5.0, ,1501449,2013.0
73146,B,1,4.0,1,1501451,2013.0
73152,B,6,5.0,3,1501454,2013.0
73157,6,1,4.0,1,1501459,2013.0
73161,G,2,5.0, ,1501461,2013.0
73167,E,3,4.0,1,1501464,2013.0
73172,F,6,5.0,3,1501466,2013.0
73177,E,3,4.0, ,1501467,2013.0
73182,H,6,5.0,3,1501470,2013.0
73187,E,3,5.0, ,1501473,2013.0
73192,B,6,4.0,3,1501477,2013.0
73197,G,2,4.0, ,1501478,2013.0
73202,8,9,4.0, ,1501479,2013.0
73205,3,0,4.0,1,1501481,2013.0
73209,G,4,5.0, ,1501485,2013.0
73214,C,3,4.0, ,1501491,2013.0
73220,A,6,4.0,3,1501493,2013.0
73225,E,3,4.0,1,1501497,2013.0
73232,E,3,5.0, ,1501498,2013.0
73237,B,6,4.0,1,1501501,2013.0
73245,E,3,4.0, ,1501504,2013.0
73250,C,3,5.0, ,1501506,2013.0
73255,E,3,4.0, ,1501509,2013.0
73260,E,3,5.0, ,1501511,2013.0
73265,4,5,5.0,1,1501515,2013.0
73268,3,0,4.0,1,1501519,2013.0
73272,E,3,5.0,3,1501521,2013.0
73277,E,3,4.0,5,1501522,2013.0
73282,E,3,4.0, ,1501530,2013.0
73287,2,7,5.0, ,1501552,2013.0
73291,2,5,5.0, ,1501553,2013.0
73295,E,3,5.0,1,1501554,2013.0
73300,E,3,5.0, ,1501557,2013.0
73305,E,3,5.0, ,1501559,2013.0
73310,E,3,4.0, ,1501560,2013.0
73315,B,1,4.0,1,1501563,2013.0
73320,B,1,5.0,1,1501568,2013.0
73325,E,3,4.0, ,1501569,2013.0
73330,E,3,5.0, ,1501573,2013.0
73335,8,9,4.0,3,1501575,2013.0
73338,E,3,5.0, ,1501578,2013.0
73343,E,3,5.0,3,1501580,2013.0
73348,B,1,5.0,1,1501582,2013.0
73353,B,1,5.0,1,1501584,2013.0
73358,B,1,5.0,1,1501587,2013.0
73363,G,2,4.0, ,1501588,2013.0
73368,E,3,4.0, ,1501593,2013.0
73373,H,6,5.0,1,1501594,2013.0
73378,B,1,5.0,1,1501597,2013.0
73383,D,6,5.0,1,1501601,2013.0
73388,E,3,5.0, ,1501603,2013.0
73393,2,2,5.0, ,1501606,2013.0
73399,E,3,4.0, ,1501610,2013.0
73407,B,6,5.0,3,1501614,2013.0
73412,B,6,5.0, ,1501615,2013.0
73417,2,-,5.0, ,1501616,2013.0
73421,B,1,5.0,1,1501618,2013.0
73426,E,3,4.0, ,1501619,2013.0
73433,E,3,5.0, ,1501620,2013.0
73438,E,3,5.0,1,1501624,2013.0
73443,8,9,5.0,1,1501626,2013.0
73446,8,9,5.0, ,1501628,2013.0
73449,C,5,4.0, ,1501629,2013.0
73455,8,9,4.0, ,1501630,2013.0
73458,C,3,5.0, ,1501631,2013.0
73465,H,6,4.0,1,1501632,2013.0
73471,E,3,4.0, ,1501633,2013.0
73476,C,3,4.0, ,1501634,2013.0
73483,E,3,4.0, ,1501635,2013.0
73488,E,3,4.0,5,1501636,2013.0
73493,2,5,5.0, ,1501641,2013.0
73497,8,9,5.0, ,1501642,2013.0
73501,B,6,5.0, ,1501646,2013.0
73506,B,6,5.0,1,1501650,2013.0
73511,B,6,5.0,3,1501657,2013.0
73515,2,5,5.0, ,1501659,2013.0
73520,B,1,5.0,1,1501661,2013.0
73525,E,3,5.0,1,1501664,2013.0
73530,A,6,4.0,4,1501666,2013.0
73535,C,5,5.0, ,1501668,2013.0
73540,B,1,4.0,1,1501676,2013.0
73547,H,6,5.0,1,1501678,2013.0
73552,C,5,5.0, ,1501681,2013.0
73557,E,3,5.0, ,1501687,2013.0
73564,2,5,5.0, ,1501689,2013.0
73569,H,6,4.0,3,1501692,2013.0
73574,B,6,5.0, ,1501696,2013.0
73579,B,6,5.0,1,1501698,2013.0
73584,B,1,4.0,1,1501747,2013.0
73589,E,3,4.0, ,1501748,2013.0
73594,E,3,5.0,1,1501749,2013.0
73599,E,3,4.0, ,1501751,2013.0
73604,H,6,4.0,3,1501752,2013.0
73609,8,9,4.0, ,1501753,2013.0
73614,E,3,4.0, ,1501754,2013.0
73620,B,6,5.0,3,1501757,2013.0
73625,C,5,4.0, ,1501758,2013.0
73630,E,3,5.0,3,1501761,2013.0
73636,8,9,5.0, ,1501763,2013.0
73639,E,3,5.0, ,1501766,2013.0
73644,B,6,5.0,3,1501768,2013.0
73649,C,5,5.0, ,1501769,2013.0
73654,B,1,4.0,1,1501771,2013.0
73659,I,2,4.0, ,1501773,2013.0
73664,2,7,5.0, ,1501775,2013.0
73668,E,3,5.0, ,1501776,2013.0
73673,H,6,5.0,1,1501778,2013.0
73678,E,3,4.0, ,1501780,2013.0
73684,F,7,5.0, ,1501782,2013.0
73689,2,2,5.0, ,1501783,2013.0
73693,B,1,5.0,1,1501784,2013.0
73698,H,6,5.0,3,1501785,2013.0
73703,E,3,5.0,1,1501786,2013.0
73708,B,6,4.0, ,1501787,2013.0
73713,B,6,5.0, ,1501791,2013.0
73718,H,6,5.0,4,1501795,2013.0
73723,E,3,4.0,1,1501798,2013.0
73729,C,5,4.0, ,1501800,2013.0
73734,D,3,5.0,1,1501803,2013.0
73739,G,2,5.0, ,1501805,2013.0
73744,H,6,5.0, ,1501808,2013.0
73749,B,6,5.0,3,1501812,2013.0
73755,H,6,5.0, ,1501813,2013.0
73760,E,3,5.0, ,1501814,2013.0
73765,C,5,5.0,3,1501815,2013.0
73770,B,6,5.0, ,1501818,2013.0
73775,C,3,5.0, ,1501820,2013.0
73780,C,5,5.0, ,1501824,2013.0
73787,B,6,5.0,3,1501825,2013.0
73792,E,3,4.0,3,1501827,2013.0
73800,H,6,4.0,1,1501830,2013.0
73805,E,3,5.0, ,1501832,2013.0
73810,C,5,4.0,1,1501835,2013.0
73815,E,3,4.0, ,1501836,2013.0
73820,8,9,5.0, ,1501838,2013.0
73823,2,6,5.0,1,1501841,2013.0
73827,G,2,5.0,3,1501845,2013.0
73832,8,9,4.0, ,1501847,2013.0
73835,E,3,4.0, ,1501849,2013.0
73843,B,6,4.0, ,1501850,2013.0
73848,E,3,4.0, ,1501854,2013.0
73855,C,5,4.0, ,1501856,2013.0
73860,E,3,4.0, ,1501858,2013.0
73865,E,3,4.0, ,1501862,2013.0
73871,8,9,4.0, ,1501865,2013.0
73875,6,3,4.0, ,1501868,2013.0
73880,8,9,4.0, ,1501872,2013.0
73883,J,6,5.0,3,1501874,2013.0
73888,E,3,4.0,1,1501876,2013.0
73893,E,3,4.0,1,1501877,2013.0
73898,E,3,4.0, ,1501884,2013.0
73903,E,3,4.0,3,1501888,2013.0
73911,C,5,5.0, ,1501907,2013.0
73916,E,3,5.0,1,1501908,2013.0
73921,C,3,5.0, ,1501910,2013.0
73926,E,3,5.0,1,1501911,2013.0
73931,D,3,5.0,3,1501913,2013.0
73936,B,1,5.0,1,1501915,2013.0
73941,2,6,5.0, ,1501916,2013.0
73945,H,6,5.0,3,1501921,2013.0
73950,E,3,5.0,1,1501924,2013.0
73955,E,3,5.0,1,1501925,2013.0
73960,C,5,5.0, ,1501928,2013.0
73965,4,1,5.0,5,1501932,2013.0
73968,2,5,5.0, ,1501933,2013.0
73972,H,6,5.0,3,1501937,2013.0
73977,D,3,4.0,3,1501940,2013.0
73982,E,3,4.0,1,1501943,2013.0
73987,E,3,4.0,3,1501947,2013.0
73994,B,1,4.0,1,1501948,2013.0
74000,E,3,4.0, ,1501955,2013.0
74008,E,3,4.0,1,1501961,2013.0
74015,E,3,4.0,3,1501963,2013.0
74021,3,0,4.0,1,1501968,2013.0
74025,E,3,4.0, ,1501970,2013.0
74032,2,2,4.0, ,1501971,2013.0
74036,E,3,4.0, ,1501973,2013.0
74043,E,3,4.0, ,1501974,2013.0
74050,2,5,4.0, ,1501976,2013.0
74055,B,1,5.0,1,1501979,2013.0
74060,E,3,4.0,3,1501981,2013.0
74068,D,6,4.0,1,1501982,2013.0
74073,B,1,5.0,1,1501984,2013.0
74078,E,3,4.0, ,1501990,2013.0
74083,E,3,4.0,1,1501992,2013.0
74088,E,3,4.0, ,1501996,2013.0
74094,8,9,5.0, ,1501998,2013.0
74097,B,6,5.0, ,1501999,2013.0
74102,J,6,5.0,1,1502001,2013.0
74107,B,1,4.0,1,1502003,2013.0
74112,3,0,4.0, ,1502004,2013.0
74116,8,9,5.0, ,1502005,2013.0
74119,F,6,5.0,5,1502007,2013.0
74124,E,3,5.0, ,1502008,2013.0
74129,B,1,4.0,1,1502009,2013.0
74134,D,3,5.0,5,1502010,2013.0
74139,E,3,4.0, ,1502012,2013.0
74144,E,3,5.0,3,1502014,2013.0
74149,C,3,5.0, ,1502015,2013.0
74154,E,3,5.0,3,1502017,2013.0
74159,E,3,4.0, ,1502018,2013.0
74167,B,6,5.0,1,1502019,2013.0
74172,H,6,4.0,3,1502020,2013.0
74177,B,6,4.0,1,1502021,2013.0
74182,B,1,5.0,1,1502022,2013.0
74189,B,6,4.0,1,1502023,2013.0
74194,8,9,4.0, ,1502027,2013.0
74197,E,3,5.0,1,1502031,2013.0
74202,E,3,4.0, ,1502034,2013.0
74207,8,9,5.0, ,1502040,2013.0
74211,8,9,4.0, ,1502049,2013.0
74216,B,1,5.0,1,1502055,2013.0
74221,G,4,4.0, ,1502059,2013.0
74226,G,4,5.0,4,1502074,2013.0
74231,B,6,5.0,1,1502089,2013.0
74236,G,4,5.0, ,1502093,2013.0
74241,B,6,5.0,1,1502095,2013.0
74246,B,6,5.0,1,1502099,2013.0
74251,C,5,5.0, ,1502107,2013.0
74256,B,6,5.0, ,1502127,2013.0
74261,C,5,4.0, ,1502130,2013.0
74266,8,9,4.0, ,1502133,2013.0
74269,G,4,4.0, ,1502141,2013.0
74274,8,9,4.0,1,1502145,2013.0
74277,E,3,4.0,3,1502149,2013.0
74284,2,3,4.0, ,1502153,2013.0
74288,8,9,4.0, ,1502162,2013.0
74291,8,9,5.0, ,1502167,2013.0
74294,E,3,5.0,5,1502173,2013.0
74299,8,9,4.0,3,1502174,2013.0
74303,E,3,5.0,3,1502176,2013.0
74308,D,6,4.0,3,1502177,2013.0
74314,B,6,5.0,1,1502178,2013.0
74319,J,-,5.0,3,1502180,2013.0
74324,E,3,5.0, ,1502181,2013.0
74329,E,3,5.0, ,1502183,2013.0
74334,B,1,4.0,1,1502185,2013.0
74341,E,3,5.0, ,1502186,2013.0
74346,C,5,5.0, ,1502188,2013.0
74351,E,3,4.0, ,1502190,2013.0
74359,E,3,4.0,4,1502193,2013.0
74364,C,5,4.0, ,1502195,2013.0
74370,2,-,5.0, ,1502197,2013.0
74374,8,9,5.0,1,1502199,2013.0
74377,E,3,5.0, ,1502202,2013.0
74382,E,3,4.0, ,1502204,2013.0
74387,D,3,5.0,1,1502205,2013.0
74392,E,3,4.0,1,1502206,2013.0
74406,8,9,4.0, ,1502208,2013.0
74412,E,3,5.0,6,1502210,2013.0
74417,C,3,4.0, ,1502211,2013.0
74422,A,6,4.0, ,1502212,2013.0
74429,E,3,4.0, ,1502213,2013.0
74434,8,9,5.0, ,1502214,2013.0
74437,C,5,5.0, ,1502215,2013.0
74442,C,5,4.0,1,1502216,2013.0
74450,E,3,5.0, ,1502217,2013.0
74457,&,8,4.0,3,1502218,2013.0
74462,B,1,5.0,1,1502219,2013.0
74467,C,5,5.0, ,1502220,2013.0
74472,B,1,5.0,1,1502222,2013.0
74477,E,3,5.0, ,1502224,2013.0
74482,E,3,4.0, ,1502226,2013.0
74487,E,3,4.0, ,1502229,2013.0
74494,B,1,4.0,1,1502231,2013.0
74499,E,3,5.0,3,1502233,2013.0
74504,E,3,4.0,3,1502235,2013.0
74509,E,3,5.0,3,1502237,2013.0
74516,E,3,5.0, ,1502239,2013.0
74521,B,1,4.0,1,1502240,2013.0
74526,J,-,5.0, ,1502243,2013.0
74531,E,3,5.0, ,1502244,2013.0
74536,E,3,4.0, ,1502245,2013.0
74542,B,6,5.0,1,1502247,2013.0
74547,E,3,5.0,5,1502248,2013.0
74552,G,2,4.0, ,1502250,2013.0
74560,E,3,5.0, ,1502253,2013.0
74565,B,1,5.0,1,1502256,2013.0
74570,B,1,5.0,1,1502259,2013.0
74575,E,3,4.0, ,1502262,2013.0
74580,8,9,4.0, ,1502266,2013.0
74583,E,3,4.0, ,1502268,2013.0
74588,G,2,4.0, ,1502269,2013.0
74593,2,4,4.0, ,1502271,2013.0
74598,E,3,4.0,1,1502272,2013.0
74604,E,3,5.0,1,1502273,2013.0
74609,E,3,4.0, ,1502276,2013.0
74614,8,9,4.0,4,1502280,2013.0
74617,C,5,5.0, ,1502283,2013.0
74622,H,6,4.0,1,1502286,2013.0
74627,G,4,5.0, ,1502287,2013.0
74632,C,5,5.0, ,1502291,2013.0
74637,8,9,4.0, ,1502297,2013.0
74642,E,3,4.0,3,1502298,2013.0
74647,E,3,4.0,3,1502301,2013.0
74652,E,3,5.0,3,1502304,2013.0
74657,E,3,4.0,1,1502305,2013.0
74662,E,3,5.0,3,1502308,2013.0
74667,E,3,4.0, ,1502310,2013.0
74672,2,5,5.0,3,1502312,2013.0
74677,E,3,5.0, ,1502313,2013.0
74682,C,5,5.0, ,1502314,2013.0
74687,H,6,5.0, ,1502318,2013.0
74692,B,1,5.0,1,1502322,2013.0
74697,C,7,4.0, ,1502323,2013.0
74702,E,3,4.0,1,1502326,2013.0
74707,E,3,4.0,1,1502331,2013.0
74714,B,6,5.0,1,1502334,2013.0
74719,E,3,4.0,3,1502335,2013.0
74727,E,3,4.0,1,1502337,2013.0
74732,E,3,4.0, ,1502341,2013.0
74739,E,3,4.0, ,1502342,2013.0
74744,E,3,4.0,1,1502346,2013.0
74750,E,3,4.0, ,1502347,2013.0
74758,E,3,5.0, ,1502361,2013.0
74763,E,3,4.0,1,1502364,2013.0
74769,F,-,5.0,1,1502368,2013.0
74774,&,8,5.0, ,1502369,2013.0
74777,C,3,4.0, ,1502373,2013.0
74783,8,9,5.0, ,1502377,2013.0
74786,E,3,5.0, ,1502378,2013.0
74791,8,9,5.0, ,1502380,2013.0
74794,C,3,5.0, ,1502383,2013.0
74799,E,3,4.0, ,1502385,2013.0
74806,E,3,5.0, ,1502388,2013.0
74811,B,6,4.0,1,1502393,2013.0
74816,8,9,5.0, ,1502398,2013.0
74819,B,1,4.0,5,1502400,2013.0
74825,8,9,4.0, ,1502402,2013.0
74828,2,3,5.0, ,1502406,2013.0
74832,E,3,4.0, ,1502407,2013.0
74840,H,6,5.0, ,1502413,2013.0
74845,8,9,4.0, ,1502417,2013.0
74848,B,1,4.0,1,1502418,2013.0
74853,C,5,5.0, ,1502420,2013.0
74858,E,3,5.0, ,1502422,2013.0
74863,E,3,4.0,1,1502423,2013.0
74868,8,9,5.0,3,1502425,2013.0
74871,B,6,4.0,3,1502426,2013.0
74876,B,6,4.0,1,1502427,2013.0
74881,8,9,4.0, ,1502429,2013.0
74884,D,6,5.0,1,1502433,2013.0
74889,8,9,5.0,3,1502436,2013.0
74892,B,6,5.0,3,1502438,2013.0
74897,B,1,4.0,5,1502440,2013.0
74902,B,6,4.0,1,1502444,2013.0
74907,G,2,4.0, ,1502448,2013.0
74912,E,3,4.0, ,1502450,2013.0
74917,8,9,4.0,1,1502456,2013.0
74923,8,9,5.0, ,1502458,2013.0
74926,3,0,4.0, ,1502460,2013.0
74930,E,3,4.0, ,1502463,2013.0
74941,C,5,5.0, ,1502464,2013.0
74946,8,9,4.0, ,1502466,2013.0
74949,D,6,5.0,3,1502468,2013.0
74954,B,1,4.0,1,1502469,2013.0
74959,2,5,4.0, ,1502471,2013.0
74966,B,1,5.0,5,1502472,2013.0
74971,H,6,5.0,3,1502473,2013.0
74976,8,9,5.0, ,1502474,2013.0
74979,B,1,5.0,1,1502475,2013.0
74985,B,1,4.0,1,1502476,2013.0
74990,B,6,5.0,4,1502481,2013.0
74995,H,6,4.0, ,1502486,2013.0
75000,C,7,5.0, ,1502489,2013.0
75005,C,5,4.0, ,1502492,2013.0
75010,E,3,4.0,3,1502493,2013.0
75017,E,3,4.0,1,1502499,2013.0
75022,B,6,5.0,4,1502502,2013.0
75027,8,9,5.0, ,1502505,2013.0
75030,C,5,4.0, ,1502510,2013.0
75035,E,3,5.0, ,1502512,2013.0
75042,E,3,4.0,1,1502514,2013.0
75047,8,9,4.0, ,1502515,2013.0
75050,B,1,4.0,1,1502518,2013.0
75055,8,9,5.0, ,1502519,2013.0
75058,E,3,4.0, ,1502520,2013.0
75066,E,3,4.0,1,1502523,2013.0
75071,E,3,5.0,1,1502525,2013.0
75076,E,3,5.0, ,1502529,2013.0
75081,G,4,5.0, ,1502531,2013.0
75086,D,6,4.0,1,1502533,2013.0
75091,8,9,5.0, ,1502536,2013.0
75094,8,9,5.0, ,1502537,2013.0
75097,B,1,4.0,1,1502539,2013.0
75103,E,3,5.0, ,1502540,2013.0
75108,E,3,4.0, ,1502544,2013.0
75115,B,1,4.0,3,1502549,2013.0
75120,8,9,4.0, ,1502550,2013.0
75123,C,3,4.0, ,1502552,2013.0
75128,B,1,5.0,1,1502553,2013.0
75133,E,3,5.0,3,1502555,2013.0
75138,B,1,5.0,1,1502557,2013.0
75143,E,3,5.0, ,1502559,2013.0
75148,B,1,4.0, ,1502560,2013.0
75154,D,6,5.0, ,1502562,2013.0
75159,E,3,4.0, ,1502564,2013.0
75167,E,3,5.0,1,1502565,2013.0
75172,E,3,4.0, ,1502567,2013.0
75177,8,9,5.0,3,1502574,2013.0
75180,G,2,4.0, ,1502575,2013.0
75185,B,6,4.0,1,1502581,2013.0
75191,E,3,5.0, ,1502582,2013.0
75196,D,3,4.0,1,1502585,2013.0
75203,E,3,4.0, ,1502587,2013.0
75209,E,5,5.0,3,1502590,2013.0
75214,B,1,4.0,1,1502592,2013.0
75219,H,6,4.0, ,1502593,2013.0
75225,H,6,5.0,3,1502595,2013.0
75232,E,3,4.0, ,1502598,2013.0
75243,C,5,5.0, ,1502601,2013.0
75248,E,3,4.0,3,1502605,2013.0
75253,A,6,4.0,2,1502609,2013.0
75258,E,3,5.0, ,1502612,2013.0
75263,E,3,4.0, ,1502618,2013.0
75271,3,0,4.0,1,1502620,2013.0
75275,E,3,5.0, ,1502621,2013.0
75280,A,6,4.0, ,1502622,2013.0
75285,D,6,4.0,1,1502624,2013.0
75290,B,-,5.0, ,1502626,2013.0
75295,E,3,4.0,3,1502629,2013.0
75300,B,6,5.0,1,1502630,2013.0
75305,D,6,5.0,1,1502632,2013.0
75310,B,1,4.0,1,1502634,2013.0
75316,G,4,4.0, ,1502637,2013.0
75322,8,9,5.0, ,1502639,2013.0
75325,E,3,5.0, ,1502641,2013.0
75330,B,6,5.0,3,1502644,2013.0
75335,C,5,5.0, ,1502647,2013.0
75340,B,6,5.0, ,1502648,2013.0
75345,E,3,5.0, ,1502650,2013.0
75350,8,9,5.0, ,1502652,2013.0
75353,3,0,4.0,3,1502655,2013.0
75357,D,3,4.0,1,1502657,2013.0
75362,H,6,4.0, ,1502659,2013.0
75367,C,5,5.0, ,1502660,2013.0
75372,8,9,5.0, ,1502662,2013.0
75375,A,6,4.0,3,1502664,2013.0
75380,E,3,4.0,1,1502666,2013.0
75387,E,3,4.0, ,1502670,2013.0
75398,H,6,5.0,1,1502673,2013.0
75403,H,6,4.0,3,1502676,2013.0
75409,E,3,4.0, ,1502678,2013.0
75415,8,9,4.0, ,1502683,2013.0
75418,6,1,4.0,1,1502684,2013.0
75422,2,5,5.0, ,1502686,2013.0
75426,8,9,4.0, ,1502688,2013.0
75429,B,6,4.0,3,1502691,2013.0
75437,B,1,4.0,3,1502693,2013.0
75442,8,9,5.0, ,1502694,2013.0
75445,B,1,4.0,1,1502698,2013.0
75450,E,3,4.0, ,1502701,2013.0
75458,B,6,5.0,1,1502702,2013.0
75463,C,3,4.0, ,1502703,2013.0
75470,6,1,4.0,1,1502705,2013.0
75474,E,3,5.0, ,1502708,2013.0
75479,E,3,4.0, ,1502710,2013.0
75491,8,9,5.0, ,1502712,2013.0
75494,C,5,5.0,1,1502713,2013.0
75499,B,1,4.0,1,1502715,2013.0
75506,E,3,4.0, ,1502718,2013.0
75513,B,6,4.0, ,1502720,2013.0
75518,B,6,5.0,3,1502722,2013.0
75523,E,3,4.0,1,1502723,2013.0
75528,E,3,4.0, ,1502726,2013.0
75533,E,3,4.0,1,1502727,2013.0
75538,6,6,4.0,1,1502730,2013.0
75542,B,1,5.0,6,1502733,2013.0
75547,E,3,4.0,1,1502734,2013.0
75553,B,1,4.0,1,1502736,2013.0
75558,C,5,5.0, ,1502737,2013.0
75563,3,0,4.0,3,1502738,2013.0
75567,B,1,5.0,1,1502740,2013.0
75572,2,6,5.0, ,1502741,2013.0
75576,E,3,5.0, ,1502743,2013.0
75581,E,3,5.0,1,1502744,2013.0
75586,E,3,5.0,1,1502745,2013.0
75591,E,3,4.0, ,1502746,2013.0
75596,B,1,5.0,1,1502747,2013.0
75601,D,6,4.0,3,1502749,2013.0
75607,B,1,4.0,1,1502752,2013.0
75612,B,1,4.0,1,1502754,2013.0
75619,E,3,5.0, ,1502756,2013.0
75624,H,6,4.0,1,1502758,2013.0
75629,F,-,4.0, ,1502761,2013.0
75634,E,3,5.0,1,1502764,2013.0
75641,E,3,4.0, ,1502768,2013.0
75648,E,3,5.0, ,1502774,2013.0
75653,B,1,5.0,1,1502778,2013.0
75658,2,5,5.0, ,1502779,2013.0
75662,C,5,5.0, ,1502784,2013.0
75668,C,5,5.0, ,1502786,2013.0
75673,E,3,5.0, ,1502788,2013.0
75678,E,3,5.0,1,1502790,2013.0
75683,2,3,5.0, ,1502798,2013.0
75687,8,9,4.0,1,1502800,2013.0
75691,E,3,4.0, ,1502803,2013.0
75698,H,6,4.0, ,1502804,2013.0
75704,B,1,4.0,1,1502810,2013.0
75709,E,3,4.0,1,1502815,2013.0
75714,E,3,5.0,1,1502820,2013.0
75719,3,0,4.0,1,1502824,2013.0
75723,B,6,5.0,3,1502829,2013.0
75728,B,6,5.0,3,1502831,2013.0
75733,E,3,5.0, ,1502836,2013.0
75738,H,6,4.0,3,1502838,2013.0
75743,C,5,5.0, ,1502843,2013.0
75748,E,3,5.0, ,1502845,2013.0
75755,B,6,5.0,1,1502849,2013.0
75760,B,6,4.0,5,1502870,2013.0
75766,E,3,5.0, ,1502871,2013.0
75771,8,9,4.0, ,1502872,2013.0
75776,B,6,5.0,3,1502873,2013.0
75781,C,5,5.0, ,1502877,2013.0
75786,B,1,5.0,3,1502879,2013.0
75792,E,3,5.0, ,1502880,2013.0
75797,4,6,5.0,1,1502881,2013.0
75800,B,6,5.0, ,1502883,2013.0
75805,6,6,4.0,1,1502884,2013.0
75809,8,9,5.0,1,1502885,2013.0
75812,B,1,4.0,1,1502886,2013.0
75817,8,9,4.0,3,1502888,2013.0
75821,8,9,5.0, ,1502890,2013.0
75824,B,1,5.0,1,1502892,2013.0
75829,B,6,4.0,1,1502894,2013.0
75834,E,3,4.0, ,1502895,2013.0
75840,B,1,4.0,1,1502896,2013.0
75845,B,1,5.0,1,1502898,2013.0
75850,8,9,5.0,4,1502900,2013.0
75853,F,7,4.0, ,1502902,2013.0
75860,B,6,5.0,3,1502906,2013.0
75866,B,1,4.0,1,1502909,2013.0
75872,E,3,4.0,1,1502912,2013.0
75877,C,5,5.0, ,1502913,2013.0
75882,E,3,5.0, ,1502917,2013.0
75887,E,3,5.0,1,1502919,2013.0
75892,E,3,4.0,4,1502920,2013.0
75898,B,1,5.0,1,1502921,2013.0
75903,E,3,4.0,1,1502922,2013.0
75908,F,6,5.0,1,1502925,2013.0
75913,E,3,4.0,1,1502927,2013.0
75918,E,3,4.0, ,1502929,2013.0
75924,H,6,4.0,1,1502930,2013.0
75931,E,3,4.0,1,1502932,2013.0
75936,C,5,5.0,1,1502939,2013.0
75941,B,1,4.0,1,1502940,2013.0
75946,B,1,5.0,1,1502943,2013.0
75951,B,6,4.0, ,1502945,2013.0
75956,E,3,5.0, ,1502947,2013.0
75961,D,6,4.0,1,1502951,2013.0
75966,8,9,5.0,3,1502953,2013.0
75969,B,6,5.0,3,1502955,2013.0
75974,B,6,4.0,3,1502957,2013.0
75981,E,3,5.0,5,1502958,2013.0
75986,C,5,5.0, ,1502959,2013.0
75991,E,3,4.0, ,1502961,2013.0
75996,E,3,4.0,1,1502964,2013.0
76003,C,5,5.0, ,1502969,2013.0
76010,D,3,5.0,3,1502971,2013.0
76015,2,1,5.0, ,1502972,2013.0
76019,E,3,5.0, ,1502974,2013.0
76024,B,1,5.0,3,1502978,2013.0
76029,E,3,5.0, ,1502980,2013.0
